word,phon_vec,syllables,ipa
রম্বস,"[2, 8, 13, 11, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔ', 'm'], ['b', 'o', 'ʃ']]",rɔmboʃ
ভবনেও,"[23, 8, 11, 3, 6, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'ɔ'], ['b', 'o'], ['n', 'eo̯']]",bʱɔboneo̯
ণত্ব,"[6, 8, 9, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ', 't̪'], ['t̪', 'o']]",nɔt̪t̪o
চারেকের,"[22, 1, 2, 5, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'a'], ['r', 'e'], ['k', 'e', 'r']]",tʃareker
অকুশল,"[8, 7, 14, 10, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['k', 'u'], ['ʃ', 'ɔ', 'l']]",ɔkuʃɔl
মরদেহটি,"[13, 8, 2, 3, 16, 5, 21, 3, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ'], ['r', 'o'], ['d̪', 'e'], ['h', 'o'], ['ʈ', 'i']]",mɔrod̪ehoʈi
রাউণ্ড,"[2, 1, 14, 6, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a'], ['u', 'n', 'ɖ']]",raunɖ
কিডনিকে,"[7, 4, 26, 6, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'i', 'ɖ'], ['n', 'i'], ['k', 'e']]",kiɖnike
যোগ্যতর,"[18, 3, 20, 20, 3, 9, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'o', 'g'], ['g', 'o'], ['t̪', 'ɔ'], ['r', 'o']]",dʒoggot̪ɔro
নমুনাগুলো,"[6, 3, 13, 14, 6, 1, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'o'], ['m', 'u'], ['n', 'a'], ['g', 'u'], ['l', 'o']]",nomunagulo
আরএকে,"[1, 2, 5, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'r'], ['e'], ['k', 'e']]",areke
বন্যাকে,"[11, 3, 6, 6, 1, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'o', 'n'], ['n', 'a'], ['k', 'e']]",bonnake
মনেরও,"[13, 3, 6, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'o'], ['n', 'e', 'r'], ['o']]",monero
অবশ্যকর্তব্য,"[8, 11, 3, 10, 10, 3, 7, 3, 2, 9, 3, 11, 11, 3, 0, 0, 0, 0]","[['ɔ'], ['b', 'o', 'ʃ'], ['ʃ', 'o'], ['k', 'o', 'r'], ['t̪', 'o', 'b'], ['b', 'o']]",ɔboʃʃokort̪obbo
জলপরি,"[18, 8, 12, 15, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ', 'l'], ['p', 'o'], ['r', 'i']]",dʒɔlpori
জিআরই,"[18, 4, 1, 2, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'i'], ['a', 'r'], ['ai̯']]",dʒiarai̯
আমিনবাজার,"[1, 13, 4, 6, 11, 1, 18, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['m', 'i', 'n'], ['b', 'a'], ['dʒ', 'a', 'r']]",aminbadʒar
বনগ্রামে,"[11, 8, 6, 20, 2, 1, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ', 'n'], ['g', 'r', 'a'], ['m', 'e']]",bɔngrame
সেটগুলো,"[19, 5, 17, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'e', 'ʈ'], ['g', 'u'], ['l', 'o']]",seʈgulo
বাহিনীরও,"[11, 1, 21, 4, 6, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['h', 'i'], ['n', 'i'], ['r', 'o']]",bahiniro
কিভাবেই,"[7, 4, 23, 1, 11, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'i'], ['bʱ', 'a'], ['b', 'ei̯']]",kibʱabei̯
ধর্ষণচেষ্টার,"[25, 8, 2, 10, 8, 6, 22, 5, 10, 17, 1, 2, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'ɔ', 'r'], ['ʃ', 'ɔ', 'n'], ['tʃ', 'e', 'ʃ'], ['ʈ', 'a', 'r']]",d̪ʱɔrʃɔntʃeʃʈar
মাছটিকে,"[13, 1, 28, 17, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a', 'tʃʰ'], ['ʈ', 'i'], ['k', 'e']]",matʃʰʈike
নবদম্পতিদের,"[6, 8, 11, 3, 16, 8, 13, 15, 3, 9, 4, 16, 5, 2, 0, 0, 0, 0]","[['n', 'ɔ'], ['b', 'o'], ['d̪', 'ɔ', 'm'], ['p', 'o'], ['t̪', 'i'], ['d̪', 'e', 'r']]",nɔbod̪ɔmpot̪id̪er
বিএলআরআই,"[11, 4, 5, 12, 1, 2, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['e', 'l'], ['a', 'r'], ['ai̯']]",bielarai̯
করিতেছিলেন,"[7, 3, 2, 4, 9, 5, 28, 4, 12, 5, 6, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o'], ['r', 'i'], ['t̪', 'e'], ['tʃʰ', 'i'], ['l', 'e', 'n']]",korit̪etʃʰilen
লঞ্চটির,"[12, 8, 6, 22, 17, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'ɔ', 'n', 'tʃ'], ['ʈ', 'i', 'r']]",lɔntʃʈir
কচলে,"[7, 3, 22, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o', 'tʃ'], ['l', 'e']]",kotʃle
কমেছিল,"[7, 3, 13, 5, 28, 4, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o'], ['m', 'e'], ['tʃʰ', 'i'], ['l', 'o']]",kometʃʰilo
টেলে,"[17, 5, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'e'], ['l', 'e']]",ʈele
টিতেই,"[17, 4, 9, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'i'], ['t̪', 'ei̯']]",ʈit̪ei̯
তদন্তই,"[9, 8, 16, 3, 6, 9, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'ɔ'], ['d̪', 'o', 'n'], ['t̪', 'oi̯']]",t̪ɔd̪ont̪oi̯
মারও,"[13, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a', 'r'], ['o']]",maro
নিরস,"[6, 4, 2, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['r', 'ɔ', 'ʃ']]",nirɔʃ
ওসিসি,"[3, 19, 4, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['s', 'i'], ['s', 'i']]",osisi
জাতিরই,"[18, 1, 9, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a'], ['t̪', 'i', 'r'], ['i']]",dʒat̪iri
ক্ষেতমজুর,"[24, 5, 9, 13, 3, 18, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['kʰ', 'e', 't̪'], ['m', 'o'], ['dʒ', 'u', 'r']]",kʰet̪modʒur
হকদের,"[21, 8, 7, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'ɔ', 'k'], ['d̪', 'e', 'r']]",hɔkd̪er
বউরা,"[11, 38, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ou̯'], ['r', 'a']]",bou̯ra
অকালীন,"[8, 7, 1, 12, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['k', 'a'], ['l', 'i', 'n']]",ɔkalin
জাতগুলো,"[18, 1, 9, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a', 't̪'], ['g', 'u'], ['l', 'o']]",dʒat̪gulo
ছাত্রসহ,"[28, 1, 9, 2, 3, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'a', 't̪'], ['r', 'o'], ['ʃ', 'ɔ'], ['h', 'o']]",tʃʰat̪roʃɔho
আন্তজেলা,"[1, 6, 9, 3, 18, 5, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'n'], ['t̪', 'o'], ['dʒ', 'e'], ['l', 'a']]",ant̪odʒela
রোডস্থ,"[2, 3, 26, 3, 19, 30, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['ɖ', 'o', 's'], ['t̪ʰ', 'o']]",roɖost̪ʰo
দিকগুলোকে,"[16, 4, 7, 20, 14, 12, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'i', 'k'], ['g', 'u'], ['l', 'o'], ['k', 'e']]",d̪ikguloke
বনশ্রীতে,"[11, 8, 6, 3, 19, 2, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ'], ['n', 'o'], ['s', 'r', 'i'], ['t̪', 'e']]",bɔnosrit̪e
প্রশিক্ষণকালে,"[15, 2, 3, 10, 4, 7, 24, 8, 6, 7, 1, 12, 5, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['ʃ', 'i', 'k'], ['kʰ', 'ɔ', 'n'], ['k', 'a'], ['l', 'e']]",proʃikkʰɔnkale
স্যাভলন,"[19, 29, 23, 12, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'æ', 'bʱ'], ['l', 'ɔ', 'n']]",sæbʱlɔn
উইম্বলডনের,"[53, 13, 11, 3, 12, 26, 8, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['u̯i', 'm'], ['b', 'o', 'l'], ['ɖ', 'ɔ'], ['n', 'e', 'r']]",u̯imbolɖɔner
ডেনসিটি,"[26, 5, 6, 19, 4, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɖ', 'e', 'n'], ['s', 'i'], ['ʈ', 'i']]",ɖensiʈi
সালাদেও,"[19, 1, 12, 1, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'a'], ['l', 'a'], ['d̪', 'eo̯']]",salad̪eo̯
সপ্রে,"[10, 8, 15, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'p'], ['r', 'e']]",ʃɔpre
আবাদে,"[1, 11, 1, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['b', 'a'], ['d̪', 'e']]",abad̪e
বাস্তবচিত্র,"[11, 1, 19, 9, 3, 11, 22, 4, 9, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a', 's'], ['t̪', 'o', 'b'], ['tʃ', 'i', 't̪'], ['r', 'o']]",bast̪obtʃit̪ro
লাখই,"[12, 1, 24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'a', 'kʰ'], ['i']]",lakʰi
রাকাতে,"[2, 1, 7, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a'], ['k', 'a'], ['t̪', 'e']]",rakat̪e
সুপ্তি,"[10, 14, 15, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u', 'p'], ['t̪', 'i']]",ʃupt̪i
অনম,"[8, 6, 3, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['n', 'o', 'm']]",ɔnom
অফসাইডের,"[8, 27, 19, 1, 4, 26, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'f'], ['s', 'a'], ['i'], ['ɖ', 'e', 'r']]",ɔfsaiɖer
মিষ্টিগুলো,"[13, 4, 10, 17, 4, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'i', 'ʃ'], ['ʈ', 'i'], ['g', 'u'], ['l', 'o']]",miʃʈigulo
ইএসএ,"[4, 5, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i'], ['e', 's'], ['e']]",iese
শর্তগুলোর,"[10, 8, 2, 9, 3, 20, 14, 12, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'r'], ['t̪', 'o'], ['g', 'u'], ['l', 'o', 'r']]",ʃɔrt̪ogulor
উদ্দীনকে,"[14, 16, 16, 4, 6, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u', 'd̪'], ['d̪', 'i', 'n'], ['k', 'e']]",ud̪d̪inke
নীতিমালাটি,"[6, 4, 9, 4, 13, 1, 12, 1, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['t̪', 'i'], ['m', 'a'], ['l', 'a'], ['ʈ', 'i']]",nit̪imalaʈi
নেউলে,"[6, 54, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'eu̯'], ['l', 'e']]",neu̯le
ধর্ষণসহ,"[25, 8, 2, 10, 3, 6, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'ɔ', 'r'], ['ʃ', 'o', 'n'], ['ʃ', 'ɔ'], ['h', 'o']]",d̪ʱɔrʃonʃɔho
কোচই,"[7, 3, 22, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o', 'tʃ'], ['i']]",kotʃi
প্রতিবারে,"[15, 2, 3, 9, 4, 11, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['t̪', 'i'], ['b', 'a'], ['r', 'e']]",prot̪ibare
পুষ্টিহীনতা,"[15, 14, 10, 17, 4, 21, 4, 6, 3, 9, 1, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u', 'ʃ'], ['ʈ', 'i'], ['h', 'i'], ['n', 'o'], ['t̪', 'a']]",puʃʈihinot̪a
হটাতে,"[21, 8, 17, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'ɔ'], ['ʈ', 'a'], ['t̪', 'e']]",hɔʈat̪e
দারের,"[16, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'a'], ['r', 'e', 'r']]",d̪arer
আত্তি,"[1, 9, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 't̪'], ['t̪', 'i']]",at̪t̪i
মুভিগুলো,"[13, 14, 23, 4, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['bʱ', 'i'], ['g', 'u'], ['l', 'o']]",mubʱigulo
আকদ,"[1, 7, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k', 'd̪']]",akd̪
অর্শ,"[8, 2, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'r'], ['ʃ', 'o']]",ɔrʃo
গণমাধ্যমগুলোতেও,"[20, 8, 6, 3, 13, 1, 16, 25, 3, 13, 20, 14, 12, 3, 9, 5, 3, 0]","[['g', 'ɔ'], ['n', 'o'], ['m', 'a', 'd̪'], ['d̪ʱ', 'o', 'm'], ['g', 'u'], ['l', 'o'], ['t̪', 'e'], ['o']]",gɔnomad̪d̪ʱomgulot̪eo
কোণগুলো,"[7, 3, 6, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o', 'n'], ['g', 'u'], ['l', 'o']]",kongulo
মাহসুদ,"[13, 1, 21, 19, 14, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a', 'h'], ['s', 'u', 'd̪']]",mahsud̪
প্রক্সিমিটি,"[15, 2, 8, 7, 19, 4, 13, 4, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'ɔ', 'k'], ['s', 'i'], ['m', 'i'], ['ʈ', 'i']]",prɔksimiʈi
এনেও,"[5, 6, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['n', 'eo̯']]",eneo̯
স্থলপথ,"[19, 30, 8, 12, 3, 15, 8, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 't̪ʰ', 'ɔ'], ['l', 'o'], ['p', 'ɔ', 't̪ʰ']]",st̪ʰɔlopɔt̪ʰ
মহাসড়,"[13, 8, 21, 1, 10, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ'], ['h', 'a'], ['ʃ', 'ɔ', 'r']]",mɔhaʃɔr
ইবাইস,"[4, 11, 32, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i'], ['b', 'ai̯', 's']]",ibai̯s
বিচারটি,"[11, 4, 22, 1, 2, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['tʃ', 'a', 'r'], ['ʈ', 'i']]",bitʃarʈi
বিমানবাহিনীতে,"[11, 4, 13, 1, 6, 11, 1, 21, 4, 6, 4, 9, 5, 0, 0, 0, 0, 0]","[['b', 'i'], ['m', 'a', 'n'], ['b', 'a'], ['h', 'i'], ['n', 'i'], ['t̪', 'e']]",bimanbahinit̪e
জনগণেরই,"[18, 8, 6, 3, 20, 8, 6, 5, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ'], ['n', 'o'], ['g', 'ɔ'], ['n', 'e'], ['r', 'i']]",dʒɔnogɔneri
দরদি,"[16, 8, 2, 3, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ'], ['r', 'o'], ['d̪', 'i']]",d̪ɔrod̪i
দৈন্যদশা,"[16, 35, 6, 6, 3, 16, 8, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'oi̯', 'n'], ['n', 'o'], ['d̪', 'ɔ'], ['ʃ', 'a']]",d̪oi̯nnod̪ɔʃa
বারেকের,"[11, 1, 2, 5, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['r', 'e'], ['k', 'e', 'r']]",bareker
দৌরাত্ম,"[16, 38, 2, 1, 9, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ou̯'], ['r', 'a', 't̪'], ['t̪', 'o']]",d̪ou̯rat̪t̪o
বউও,"[11, 38, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ou̯'], ['o']]",bou̯o
কুন্দন,"[7, 14, 6, 16, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'u', 'n'], ['d̪', 'o', 'n']]",kund̪on
দপ্তরবিহীন,"[16, 8, 15, 9, 3, 2, 11, 4, 21, 4, 6, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'p'], ['t̪', 'o', 'r'], ['b', 'i'], ['h', 'i', 'n']]",d̪ɔpt̪orbihin
কাটলেন,"[7, 1, 17, 12, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'ʈ'], ['l', 'e', 'n']]",kaʈlen
শনিবারই,"[10, 3, 6, 4, 11, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'o'], ['n', 'i'], ['b', 'a', 'r'], ['i']]",ʃonibari
মেহফুজ,"[13, 5, 21, 27, 14, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'e', 'h'], ['f', 'u', 'dʒ']]",mehfudʒ
বিসদৃশ,"[11, 4, 10, 8, 16, 2, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['ʃ', 'ɔ', 'd̪'], ['r', 'i', 'ʃ']]",biʃɔd̪riʃ
স্বরধ্বনি,"[10, 8, 2, 3, 25, 3, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['r', 'o'], ['d̪ʱ', 'o'], ['n', 'i']]",ʃɔrod̪ʱoni
মঞ্চকে,"[13, 8, 6, 22, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ', 'n'], ['tʃ', 'o'], ['k', 'e']]",mɔntʃoke
রওশনের,"[2, 51, 10, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔo̯'], ['ʃ', 'o'], ['n', 'e', 'r']]",rɔo̯ʃoner
রামেক,"[2, 1, 13, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a'], ['m', 'e', 'k']]",ramek
রদবদলের,"[2, 8, 16, 11, 8, 16, 3, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔ', 'd̪'], ['b', 'ɔ'], ['d̪', 'o'], ['l', 'e', 'r']]",rɔd̪bɔd̪oler
ভাবগত,"[23, 1, 11, 20, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a', 'b'], ['g', 'ɔ'], ['t̪', 'o']]",bʱabgɔt̪o
ঘর্ষণের,"[34, 8, 2, 10, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'ɔ', 'r'], ['ʃ', 'o'], ['n', 'e', 'r']]",gʱɔrʃoner
চিরপরিচিত,"[22, 4, 2, 3, 15, 3, 2, 4, 22, 4, 9, 3, 0, 0, 0, 0, 0, 0]","[['tʃ', 'i'], ['r', 'o'], ['p', 'o'], ['r', 'i'], ['tʃ', 'i'], ['t̪', 'o']]",tʃiroporitʃit̪o
শুড,"[10, 14, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u', 'ɖ']]",ʃuɖ
গাঙে,"[20, 1, 31, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'a', 'ŋ'], ['e']]",gaŋe
চালসহ,"[22, 1, 12, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'a', 'l'], ['ʃ', 'ɔ'], ['h', 'o']]",tʃalʃɔho
নরনারী,"[6, 8, 2, 3, 6, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ'], ['r', 'o'], ['n', 'a'], ['r', 'i']]",nɔronari
লরিতে,"[12, 8, 2, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'ɔ'], ['r', 'i'], ['t̪', 'e']]",lɔrit̪e
কর্মমুখর,"[7, 8, 2, 13, 3, 13, 14, 24, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ', 'r'], ['m', 'o'], ['m', 'u'], ['kʰ', 'ɔ', 'r']]",kɔrmomukʰɔr
তিনদিকে,"[9, 4, 6, 16, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'i', 'n'], ['d̪', 'i'], ['k', 'e']]",t̪ind̪ike
কাটারে,"[7, 1, 17, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a'], ['ʈ', 'a'], ['r', 'e']]",kaʈare
ব্যাপন,"[11, 29, 15, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['p', 'o', 'n']]",bæpon
নাটকেই,"[6, 1, 17, 3, 7, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'a'], ['ʈ', 'o'], ['k', 'ei̯']]",naʈokei̯
বরফাচ্ছন্ন,"[11, 8, 2, 3, 27, 1, 22, 28, 8, 6, 6, 3, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ'], ['r', 'o'], ['f', 'a', 'tʃ'], ['tʃʰ', 'ɔ', 'n'], ['n', 'o']]",bɔrofatʃtʃʰɔnno
সংঘর্ষও,"[10, 8, 31, 34, 8, 2, 10, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'ŋ'], ['gʱ', 'ɔ', 'r'], ['ʃ', 'o'], ['o']]",ʃɔŋgʱɔrʃoo
তমাকে,"[9, 8, 13, 1, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'ɔ'], ['m', 'a'], ['k', 'e']]",t̪ɔmake
ভিজবে,"[23, 4, 18, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'i', 'dʒ'], ['b', 'e']]",bʱidʒbe
স্কন্ধে,"[19, 7, 8, 6, 25, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'k', 'ɔ', 'n'], ['d̪ʱ', 'e']]",skɔnd̪ʱe
পরিবারকল্যাণ,"[15, 3, 2, 4, 11, 1, 2, 7, 3, 12, 12, 1, 6, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['b', 'a', 'r'], ['k', 'o', 'l'], ['l', 'a', 'n']]",poribarkollan
আনন্দই,"[1, 6, 3, 6, 16, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['n', 'o', 'n'], ['d̪', 'oi̯']]",anond̪oi̯
পণ্যই,"[15, 3, 6, 6, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o', 'n'], ['n', 'oi̯']]",ponnoi̯
ফেরতও,"[27, 5, 2, 3, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'e'], ['r', 'o', 't̪'], ['o']]",ferot̪o
